Cod Vendas;Data;ID Loja;Produto;Quantidade;Valor Unitário;Valor Final
33825;2023-07-30;Loja 16;Sapato Social;2;245,57;491,14
33826;2025-02-17;Loja 18;Tênis Corrida;1;63,41;63,41
33827;2025-09-07;Loja 19;Shorts Sarja;3;33,67;101,01
33828;2025-05-28;Loja 19;Tênis Esportivo;1;231,48;231,48
33829;2024-12-11;Loja 11;Tênis Corrida;5;251,81;1259,05
33830;2025-08-21;Loja 14;Tênis Corrida;3;114,44;343,32
33831;2023-10-20;Loja 01;Bota Couro;3;219,22;657,66
33832;2023-08-09;Loja 14;Camisa Polo;1;113,84;113,84
33833;2025-10-19;Loja 08;Camisa Polo;3;142,27;426,81
33834;2022-12-02;Loja 16;Tênis Corrida;5;194,11;970,55
33835;2025-06-12;Loja 13;Sapato Social;5;221,53;1107,65
33836;2025-03-27;Loja 09;Shorts Sarja;4;59,53;238,12
33837;2025-05-07;Loja 01;Bota Couro;1;191,44;191,44
33838;2023-08-05;Loja 02;Sapato Social;1;153,55;153,55
33839;2024-04-22;Loja 14;Camisa Polo;4;83,17;332,68
33840;2025-05-20;Loja 15;Calça Jeans;4;117,82;471,28
33841;2023-03-17;Loja 14;Calça Moletom;5;137,16;685,8
33842;2024-10-26;Loja 07;Camiseta Básica;4;131,72;526,88
33843;2025-03-29;Loja 13;Shorts Sarja;1;51,58;51,58
33844;2025-10-10;Loja 15;Sapatilha Casual;2;112,96;225,92
33845;2025-01-07;Loja 20;Sapatilha Casual;1;62,65;62,65
33846;2025-05-20;Loja 05;Camiseta Básica;3;101,83;305,49
33847;2025-04-27;Loja 17;Calça Jeans;3;160,68;482,04
33848;2024-11-24;Loja 12;Chinelo;5;10,18;50,9
33849;2023-10-28;Loja 11;Bota Couro;4;291,13;1164,52
33850;2025-07-08;Loja 03;Blusa Manga Longa;2;106,53;213,06
33851;2024-10-21;Loja 09;Chinelo;2;12,95;25,9
33852;2023-08-30;Loja 01;Sapato Social;4;108,26;433,04
33853;2024-10-31;Loja 04;Camisa Polo;1;81,2;81,2
33854;2025-03-04;Loja 10;Calça Moletom;4;143,25;573,0
33855;2025-08-23;Loja 15;Sapato Social;3;206,04;618,12
33856;2023-08-01;Loja 03;Sapatilha Casual;1;41,16;41,16
33857;2024-05-27;Loja 13;Calça Moletom;4;179,2;716,8
33858;2023-03-27;Loja 04;Blusa Manga Longa;1;89,88;89,88
33859;2023-05-12;Loja 09;Calça Jeans;5;91,82;459,1
33860;2023-09-10;Loja 05;Sapatilha Casual;3;45,4;136,2
33861;2023-12-16;Loja 09;Bota Couro;2;339,91;679,82
33862;2022-11-28;Loja 07;Blusa Manga Longa;2;77,69;155,38
33863;2024-12-16;Loja 16;Blusa Manga Longa;1;85,21;85,21
33864;2024-11-03;Loja 14;Chinelo;4;28,85;115,4
33865;2025-10-20;Loja 18;Tênis Esportivo;3;124,05;372,15
33866;2024-04-21;Loja 16;Bota Couro;3;254,37;763,11
33867;2023-03-05;Loja 19;Blusa Manga Longa;1;57,23;57,23
33868;2025-10-01;Loja 10;Camiseta Básica;1;104,96;104,96
33869;2025-01-02;Loja 18;Blusa Manga Longa;4;109,7;438,8
33870;2024-11-27;Loja 09;Calça Jeans;4;139,48;557,92
33871;2024-03-20;Loja 16;Blusa Manga Longa;4;41,84;167,36
33872;2023-11-06;Loja 01;Sapatilha Casual;1;100,64;100,64
33873;2024-07-06;Loja 08;Blusa Manga Longa;2;89,76;179,52
33874;2025-09-03;Loja 16;Camiseta Básica;3;74,39;223,17
33875;2025-01-24;Loja 10;Tênis Corrida;2;110,18;220,36
33876;2025-09-29;Loja 20;Camisa Polo;4;136,08;544,32
33877;2023-01-23;Loja 16;Calça Jeans;5;52,63;263,15
33878;2025-03-11;Loja 19;Calça Jeans;5;127,13;635,65
33879;2025-01-29;Loja 20;Tênis Corrida;3;284,5;853,5
33880;2025-04-10;Loja 05;Tênis Esportivo;2;104,37;208,74
33881;2023-06-16;Loja 15;Calça Jeans;1;105,04;105,04
33882;2023-02-11;Loja 05;Blusa Manga Longa;4;105,36;421,44
33883;2024-09-11;Loja 04;Blusa Manga Longa;1;47,22;47,22
33884;2023-02-24;Loja 14;Calça Moletom;2;134,66;269,32
33885;2025-01-06;Loja 02;Chinelo;1;33,43;33,43
33886;2025-10-18;Loja 10;Calça Jeans;1;138,99;138,99
33887;2025-06-20;Loja 01;Shorts Sarja;3;83,21;249,63
33888;2024-02-10;Loja 02;Chinelo;4;11,59;46,36
33889;2024-12-03;Loja 20;Tênis Corrida;3;160,95;482,85
33890;2024-12-07;Loja 04;Shorts Sarja;3;65,19;195,57
33891;2023-08-14;Loja 14;Chinelo;5;14,85;74,25
33892;2023-04-01;Loja 09;Sapato Social;1;180,83;180,83
33893;2024-08-06;Loja 17;Calça Jeans;5;103,13;515,65
33894;2023-02-04;Loja 03;Camisa Polo;5;92,74;463,7
33895;2024-06-23;Loja 03;Sapatilha Casual;5;79,43;397,15
33896;2023-10-25;Loja 16;Camisa Polo;1;66,11;66,11
33897;2023-01-12;Loja 02;Sapato Social;1;99,36;99,36
33898;2022-12-01;Loja 08;Calça Jeans;3;152,87;458,61
33899;2024-08-17;Loja 02;Chinelo;5;21,07;105,35
33900;2023-10-17;Loja 11;Camiseta Básica;1;133,01;133,01
33901;2023-07-10;Loja 18;Sapato Social;1;188,4;188,4
33902;2023-08-01;Loja 04;Calça Moletom;5;155,91;779,55
33903;2023-07-18;Loja 05;Camisa Polo;5;105,45;527,25
33904;2025-02-14;Loja 14;Camiseta Básica;4;123,19;492,76
33905;2025-02-06;Loja 13;Shorts Sarja;2;37,99;75,98
33906;2024-03-06;Loja 12;Tênis Esportivo;3;237,26;711,78
33907;2025-10-20;Loja 05;Shorts Sarja;4;60,36;241,44
33908;2024-04-02;Loja 06;Sapatilha Casual;4;30,16;120,64
33909;2024-07-29;Loja 11;Sapatilha Casual;5;83,6;418,0
33910;2024-01-03;Loja 10;Calça Moletom;1;58,19;58,19
33911;2023-11-11;Loja 03;Camiseta Básica;4;57,41;229,64
33912;2025-11-23;Loja 19;Tênis Corrida;2;263,85;527,7
33913;2024-08-13;Loja 18;Blusa Manga Longa;3;63,13;189,39
33914;2023-11-26;Loja 17;Shorts Sarja;1;45,11;45,11
33915;2024-01-22;Loja 06;Shorts Sarja;4;75,81;303,24
33916;2023-10-14;Loja 08;Sapatilha Casual;4;110,75;443,0
33917;2024-10-09;Loja 08;Camiseta Básica;4;74,69;298,76
33918;2025-03-09;Loja 05;Tênis Corrida;4;185,82;743,28
33919;2023-07-01;Loja 11;Shorts Sarja;2;39,16;78,32
33920;2024-08-16;Loja 04;Calça Jeans;5;171,77;858,85
33921;2023-05-23;Loja 14;Chinelo;1;48,14;48,14
33922;2025-01-15;Loja 07;Calça Moletom;1;66,31;66,31
33923;2024-06-13;Loja 19;Camiseta Básica;1;116,97;116,97
33924;2023-11-28;Loja 15;Sapatilha Casual;2;111,72;223,44
33925;2023-01-31;Loja 19;Blusa Manga Longa;3;51,06;153,18
33926;2025-03-13;Loja 06;Calça Moletom;1;122,5;122,5
33927;2023-05-15;Loja 07;Tênis Corrida;2;94,79;189,58
33928;2025-07-20;Loja 11;Tênis Esportivo;4;188,41;753,64
33929;2024-11-16;Loja 19;Camisa Polo;1;63,9;63,9
33930;2025-05-09;Loja 20;Calça Moletom;1;89,71;89,71
33931;2024-09-13;Loja 02;Sapato Social;3;171,76;515,28
33932;2024-07-07;Loja 10;Calça Moletom;4;149,09;596,36
33933;2025-08-01;Loja 01;Sapatilha Casual;2;103,64;207,28
33934;2024-11-20;Loja 09;Blusa Manga Longa;2;63,0;126,0
33935;2023-04-01;Loja 14;Camisa Polo;1;118,31;118,31
33936;2024-05-10;Loja 20;Tênis Corrida;3;112,22;336,66
33937;2023-09-30;Loja 09;Sapatilha Casual;3;59,84;179,52
33938;2023-12-15;Loja 11;Bota Couro;3;296,83;890,49
33939;2023-12-28;Loja 09;Sapato Social;5;191,53;957,65
33940;2024-12-19;Loja 11;Camisa Polo;4;101,46;405,84
33941;2023-05-20;Loja 05;Shorts Sarja;3;40,29;120,87
33942;2023-02-05;Loja 07;Tênis Esportivo;2;214,45;428,9
33943;2025-09-20;Loja 04;Tênis Esportivo;2;65,56;131,12
33944;2024-05-04;Loja 12;Blusa Manga Longa;1;47,13;47,13
33945;2025-07-17;Loja 08;Sapato Social;1;104,95;104,95
33946;2025-07-19;Loja 03;Calça Moletom;4;153,26;613,04
33947;2023-05-07;Loja 10;Bota Couro;2;301,65;603,3
33948;2025-05-24;Loja 04;Camiseta Básica;3;99,44;298,32
33949;2025-04-03;Loja 13;Camiseta Básica;1;107,48;107,48
33950;2024-01-29;Loja 03;Calça Moletom;2;127,51;255,02
33951;2024-08-03;Loja 11;Chinelo;5;49,87;249,35
33952;2025-04-05;Loja 13;Bota Couro;4;290,07;1160,28
33953;2025-11-14;Loja 10;Calça Moletom;2;131,84;263,68
33954;2023-05-09;Loja 04;Shorts Sarja;5;80,13;400,65
33955;2023-04-21;Loja 02;Sapatilha Casual;5;116,21;581,05
33956;2025-01-11;Loja 15;Sapato Social;2;204,11;408,22
33957;2024-05-03;Loja 01;Tênis Corrida;4;204,0;816,0
33958;2023-10-22;Loja 04;Shorts Sarja;2;52,63;105,26
33959;2023-11-25;Loja 08;Blusa Manga Longa;5;87,31;436,55
33960;2024-09-27;Loja 18;Tênis Corrida;4;236,57;946,28
33961;2024-01-06;Loja 04;Tênis Corrida;2;262,19;524,38
33962;2024-09-01;Loja 16;Sapatilha Casual;1;55,34;55,34
33963;2023-02-01;Loja 09;Calça Jeans;5;109,17;545,85
33964;2023-06-18;Loja 16;Sapato Social;3;205,59;616,77
33965;2024-09-22;Loja 17;Chinelo;5;27,65;138,25
33966;2024-12-21;Loja 14;Camiseta Básica;3;122,65;367,95
33967;2022-12-20;Loja 08;Tênis Esportivo;2;201,21;402,42
33968;2024-10-11;Loja 05;Calça Jeans;2;156,35;312,7
33969;2025-09-05;Loja 16;Shorts Sarja;1;65,98;65,98
33970;2022-12-26;Loja 12;Tênis Esportivo;5;207,81;1039,05
33971;2024-11-03;Loja 06;Calça Moletom;1;162,15;162,15
33972;2024-08-08;Loja 11;Camisa Polo;5;45,95;229,75
33973;2024-02-15;Loja 20;Shorts Sarja;3;64,77;194,31
33974;2024-01-18;Loja 03;Tênis Corrida;4;149,18;596,72
33975;2025-09-02;Loja 18;Camisa Polo;3;130,24;390,72
33976;2023-06-26;Loja 06;Calça Jeans;4;105,25;421,0
33977;2024-12-16;Loja 15;Shorts Sarja;1;60,92;60,92
33978;2025-05-27;Loja 14;Calça Moletom;4;113,49;453,96
33979;2023-02-11;Loja 16;Sapatilha Casual;4;82,77;331,08
33980;2024-12-20;Loja 09;Calça Jeans;2;70,02;140,04
33981;2023-03-11;Loja 15;Shorts Sarja;4;62,84;251,36
33982;2023-01-15;Loja 13;Calça Jeans;1;76,54;76,54
33983;2023-05-17;Loja 15;Sapatilha Casual;4;84,43;337,72
33984;2024-03-10;Loja 13;Calça Jeans;4;158,5;634,0
33985;2022-12-18;Loja 18;Shorts Sarja;4;36,4;145,6
33986;2025-09-27;Loja 02;Bota Couro;2;270,48;540,96
33987;2023-04-12;Loja 01;Bota Couro;4;249,58;998,32
33988;2023-10-25;Loja 17;Blusa Manga Longa;2;48,04;96,08
33989;2024-03-22;Loja 01;Camisa Polo;2;49,0;98,0
33990;2024-02-20;Loja 01;Tênis Esportivo;2;121,65;243,3
33991;2022-12-22;Loja 08;Shorts Sarja;5;76,56;382,8
33992;2024-04-13;Loja 03;Calça Jeans;5;153,36;766,8
33993;2025-11-18;Loja 15;Bota Couro;3;273,58;820,74
33994;2025-04-07;Loja 10;Blusa Manga Longa;3;59,55;178,65
33995;2022-12-20;Loja 19;Calça Moletom;4;176,54;706,16
33996;2025-02-19;Loja 06;Chinelo;2;25,93;51,86
33997;2025-08-09;Loja 03;Calça Jeans;3;150,77;452,31
33998;2024-03-27;Loja 13;Tênis Esportivo;1;74,65;74,65
33999;2022-12-01;Loja 02;Tênis Esportivo;2;249,93;499,86
34000;2023-03-04;Loja 11;Sapato Social;3;213,42;640,26
34001;2025-02-19;Loja 04;Tênis Corrida;1;299,2;299,2
34002;2023-10-15;Loja 15;Tênis Esportivo;1;222,76;222,76
34003;2025-05-26;Loja 13;Sapato Social;3;242,21;726,63
34004;2024-02-16;Loja 20;Tênis Esportivo;3;244,82;734,46
34005;2025-01-30;Loja 11;Camiseta Básica;1;140,72;140,72
34006;2025-01-17;Loja 08;Sapato Social;4;121,2;484,8
34007;2025-01-08;Loja 03;Bota Couro;3;275,97;827,91
34008;2023-07-18;Loja 05;Sapatilha Casual;3;50,23;150,69
34009;2023-12-15;Loja 14;Calça Moletom;5;135,82;679,1
34010;2023-11-27;Loja 13;Bota Couro;2;333,1;666,2
34011;2024-06-12;Loja 05;Calça Moletom;1;51,9;51,9
34012;2025-05-29;Loja 06;Calça Jeans;3;113,64;340,92
34013;2025-09-23;Loja 20;Calça Moletom;1;155,37;155,37
34014;2024-03-05;Loja 13;Sapato Social;1;212,73;212,73
34015;2023-11-07;Loja 09;Tênis Esportivo;5;193,34;966,7
34016;2023-11-10;Loja 18;Tênis Corrida;1;238,16;238,16
34017;2025-06-12;Loja 12;Shorts Sarja;2;45,13;90,26
34018;2023-09-21;Loja 11;Camisa Polo;4;68,02;272,08
34019;2025-10-24;Loja 14;Calça Jeans;3;88,06;264,18
34020;2025-04-23;Loja 06;Camisa Polo;3;48,67;146,01
34021;2024-06-11;Loja 10;Sapatilha Casual;1;63,73;63,73
34022;2025-01-16;Loja 10;Chinelo;4;36,99;147,96
34023;2023-01-09;Loja 06;Sapato Social;4;196,45;785,8
34024;2025-04-02;Loja 03;Blusa Manga Longa;4;67,06;268,24
34025;2025-04-06;Loja 16;Chinelo;4;39,06;156,24
34026;2023-07-14;Loja 10;Sapato Social;1;149,01;149,01
34027;2025-04-20;Loja 19;Shorts Sarja;3;58,76;176,28
34028;2025-08-12;Loja 20;Sapatilha Casual;1;82,25;82,25
34029;2025-06-09;Loja 16;Calça Jeans;1;143,35;143,35
34030;2024-03-08;Loja 06;Camisa Polo;3;117,25;351,75
34031;2023-05-30;Loja 05;Shorts Sarja;1;67,28;67,28
34032;2024-03-24;Loja 10;Blusa Manga Longa;1;57,02;57,02
34033;2024-03-30;Loja 20;Tênis Esportivo;1;192,0;192,0
34034;2024-06-12;Loja 11;Tênis Esportivo;5;86,52;432,6
34035;2022-12-19;Loja 02;Tênis Corrida;3;99,89;299,67
34036;2025-09-25;Loja 16;Chinelo;4;37,17;148,68
34037;2025-03-18;Loja 06;Camiseta Básica;5;137,36;686,8
34038;2024-05-31;Loja 11;Sapatilha Casual;4;64,46;257,84
34039;2023-12-15;Loja 13;Camiseta Básica;2;129,99;259,98
34040;2025-09-14;Loja 15;Tênis Esportivo;4;160,33;641,32
34041;2025-06-20;Loja 15;Bota Couro;5;268,57;1342,85
34042;2025-08-20;Loja 03;Chinelo;5;16,71;83,55
34043;2023-09-15;Loja 13;Camiseta Básica;1;96,82;96,82
34044;2025-01-31;Loja 07;Tênis Esportivo;5;157,01;785,05
34045;2025-06-30;Loja 13;Tênis Esportivo;3;134,84;404,52
34046;2024-03-10;Loja 03;Shorts Sarja;1;53,32;53,32
34047;2024-05-19;Loja 20;Sapatilha Casual;2;107,06;214,12
34048;2023-03-19;Loja 18;Blusa Manga Longa;2;76,91;153,82
34049;2023-05-06;Loja 15;Calça Moletom;2;153,48;306,96
34050;2024-10-15;Loja 02;Calça Jeans;1;162,86;162,86
34051;2023-11-08;Loja 18;Sapato Social;3;207,85;623,55
34052;2024-11-10;Loja 19;Sapato Social;5;214,33;1071,65
34053;2025-07-30;Loja 18;Chinelo;2;30,63;61,26
34054;2024-08-31;Loja 02;Camiseta Básica;1;101,87;101,87
34055;2024-03-26;Loja 14;Calça Jeans;1;121,43;121,43
34056;2025-08-17;Loja 11;Camiseta Básica;2;76,0;152,0
34057;2023-08-15;Loja 20;Calça Jeans;1;152,53;152,53
34058;2024-07-20;Loja 14;Calça Moletom;4;153,95;615,8
34059;2025-10-08;Loja 04;Tênis Corrida;5;259,24;1296,2
34060;2024-04-28;Loja 18;Calça Moletom;2;74,22;148,44
34061;2025-10-03;Loja 03;Sapato Social;1;146,68;146,68
34062;2023-02-17;Loja 20;Blusa Manga Longa;3;85,61;256,83
34063;2023-10-24;Loja 07;Shorts Sarja;3;40,19;120,57
34064;2025-11-07;Loja 10;Blusa Manga Longa;4;42,21;168,84
34065;2024-12-04;Loja 01;Sapatilha Casual;2;79,12;158,24
34066;2023-05-20;Loja 09;Camiseta Básica;1;109,31;109,31
34067;2023-10-05;Loja 03;Camiseta Básica;2;146,15;292,3
34068;2024-02-13;Loja 14;Calça Jeans;2;104,77;209,54
34069;2024-05-21;Loja 03;Calça Moletom;3;64,25;192,75
34070;2025-07-12;Loja 14;Sapato Social;4;247,0;988,0
34071;2024-05-11;Loja 17;Camiseta Básica;4;87,58;350,32
34072;2023-05-14;Loja 03;Chinelo;3;16,4;49,2
34073;2023-02-03;Loja 14;Blusa Manga Longa;3;61,47;184,41
34074;2024-09-17;Loja 01;Bota Couro;3;230,33;690,99
34075;2022-12-01;Loja 01;Camiseta Básica;4;40,76;163,04
34076;2023-08-31;Loja 07;Calça Moletom;4;163,95;655,8
34077;2022-12-04;Loja 05;Blusa Manga Longa;4;94,16;376,64
34078;2025-05-05;Loja 12;Chinelo;1;48,46;48,46
34079;2024-07-18;Loja 07;Tênis Esportivo;3;149,76;449,28
34080;2024-07-24;Loja 11;Calça Jeans;5;168,96;844,8
34081;2025-11-09;Loja 11;Chinelo;2;46,97;93,94
34082;2022-12-24;Loja 03;Calça Jeans;3;133,55;400,65
34083;2024-01-28;Loja 02;Camisa Polo;4;117,93;471,72
34084;2024-06-01;Loja 04;Tênis Esportivo;3;182,12;546,36
34085;2024-11-06;Loja 12;Shorts Sarja;5;89,39;446,95
34086;2025-11-09;Loja 20;Calça Moletom;4;82,65;330,6
34087;2025-03-23;Loja 19;Bota Couro;2;115,37;230,74
34088;2023-12-05;Loja 12;Tênis Esportivo;3;235,98;707,94
34089;2024-06-05;Loja 11;Bota Couro;2;196,0;392,0
34090;2023-07-24;Loja 16;Calça Jeans;4;96,64;386,56
34091;2024-10-23;Loja 16;Bota Couro;5;226,54;1132,7
34092;2023-02-04;Loja 11;Camisa Polo;2;40,04;80,08
34093;2024-07-20;Loja 01;Calça Moletom;5;97,37;486,85
34094;2023-01-19;Loja 19;Tênis Corrida;1;231,82;231,82
34095;2023-02-10;Loja 07;Bota Couro;3;348,59;1045,77
34096;2024-10-25;Loja 14;Blusa Manga Longa;4;37,89;151,56
34097;2024-12-01;Loja 02;Camisa Polo;1;61,3;61,3
34098;2024-04-13;Loja 04;Chinelo;4;17,87;71,48
34099;2024-11-10;Loja 15;Sapato Social;1;110,01;110,01
34100;2024-01-07;Loja 01;Tênis Esportivo;4;201,39;805,56
34101;2022-12-20;Loja 01;Calça Moletom;2;89,69;179,38
34102;2024-03-19;Loja 16;Camisa Polo;3;94,87;284,61
34103;2024-09-11;Loja 05;Chinelo;3;46,77;140,31
34104;2025-08-05;Loja 08;Tênis Esportivo;5;247,12;1235,6
34105;2024-04-06;Loja 17;Camisa Polo;4;71,51;286,04
34106;2023-01-29;Loja 05;Sapato Social;4;162,58;650,32
34107;2024-08-27;Loja 16;Bota Couro;3;313,16;939,48
34108;2023-07-07;Loja 06;Camiseta Básica;5;75,93;379,65
34109;2023-09-12;Loja 06;Tênis Esportivo;5;100,69;503,45
34110;2025-06-26;Loja 11;Bota Couro;4;311,01;1244,04
34111;2023-12-19;Loja 15;Camisa Polo;3;57,33;171,99
34112;2025-07-17;Loja 17;Sapato Social;1;147,45;147,45
34113;2023-02-08;Loja 17;Camiseta Básica;1;51,91;51,91
34114;2023-09-11;Loja 18;Sapato Social;4;98,58;394,32
34115;2023-11-18;Loja 10;Calça Jeans;4;155,76;623,04
34116;2025-09-19;Loja 02;Blusa Manga Longa;5;91,4;457,0
34117;2024-09-07;Loja 16;Bota Couro;1;231,7;231,7
34118;2025-07-26;Loja 15;Chinelo;5;47,05;235,25
34119;2024-02-18;Loja 17;Sapatilha Casual;2;50,36;100,72
34120;2023-02-11;Loja 06;Camiseta Básica;2;124,03;248,06
34121;2023-02-24;Loja 14;Sapatilha Casual;3;86,95;260,85
34122;2024-02-06;Loja 06;Calça Moletom;3;126,92;380,76
34123;2025-10-03;Loja 09;Blusa Manga Longa;1;45,2;45,2
34124;2025-09-25;Loja 13;Tênis Corrida;4;122,81;491,24
34125;2025-01-10;Loja 11;Bota Couro;5;305,84;1529,2
34126;2023-06-04;Loja 14;Bota Couro;4;121,24;484,96
34127;2022-11-29;Loja 09;Bota Couro;1;338,31;338,31
34128;2024-02-16;Loja 19;Shorts Sarja;2;81,62;163,24
34129;2024-03-20;Loja 01;Calça Jeans;3;100,46;301,38
34130;2023-03-10;Loja 05;Camisa Polo;1;120,0;120,0
34131;2025-10-20;Loja 12;Sapatilha Casual;2;101,05;202,1
34132;2023-11-09;Loja 12;Tênis Corrida;1;193,55;193,55
34133;2022-12-10;Loja 17;Camisa Polo;3;49,08;147,24
34134;2023-03-21;Loja 03;Chinelo;4;11,28;45,12
34135;2023-08-14;Loja 20;Tênis Esportivo;5;197,12;985,6
34136;2023-03-11;Loja 16;Blusa Manga Longa;5;87,15;435,75
34137;2023-03-19;Loja 19;Chinelo;4;12,62;50,48
34138;2023-11-21;Loja 04;Shorts Sarja;2;59,54;119,08
34139;2024-03-31;Loja 16;Chinelo;1;31,59;31,59
34140;2025-07-17;Loja 09;Shorts Sarja;2;64,15;128,3
34141;2025-08-08;Loja 03;Chinelo;3;24,92;74,76
34142;2022-12-05;Loja 04;Sapato Social;1;204,44;204,44
34143;2025-10-18;Loja 13;Sapatilha Casual;3;114,68;344,04
34144;2024-01-28;Loja 01;Camisa Polo;3;57,39;172,17
34145;2025-09-28;Loja 02;Tênis Esportivo;5;247,46;1237,3
34146;2023-01-08;Loja 19;Sapato Social;3;139,83;419,49
34147;2022-12-06;Loja 10;Shorts Sarja;2;41,95;83,9
34148;2024-05-21;Loja 15;Camiseta Básica;5;52,87;264,35
34149;2024-03-23;Loja 17;Sapatilha Casual;4;31,35;125,4
34150;2024-09-07;Loja 02;Tênis Corrida;5;260,42;1302,1
34151;2024-10-05;Loja 09;Tênis Corrida;3;142,99;428,97
34152;2024-02-27;Loja 04;Calça Moletom;3;67,18;201,54
34153;2023-11-10;Loja 20;Shorts Sarja;2;70,51;141,02
34154;2023-02-15;Loja 20;Tênis Corrida;5;114,57;572,85
34155;2024-12-16;Loja 04;Blusa Manga Longa;4;91,47;365,88
34156;2025-08-20;Loja 09;Camiseta Básica;2;132,57;265,14
34157;2025-09-14;Loja 01;Sapato Social;2;229,6;459,2
34158;2023-03-01;Loja 19;Bota Couro;4;334,42;1337,68
34159;2024-08-17;Loja 20;Bota Couro;2;169,58;339,16
34160;2023-07-11;Loja 17;Sapato Social;1;202,15;202,15
34161;2024-03-25;Loja 06;Calça Moletom;2;166,74;333,48
34162;2023-03-02;Loja 05;Chinelo;4;21,79;87,16
34163;2024-12-13;Loja 07;Shorts Sarja;2;57,62;115,24
34164;2023-04-22;Loja 05;Bota Couro;2;316,18;632,36
34165;2023-01-27;Loja 15;Sapatilha Casual;3;78,86;236,58
34166;2025-09-11;Loja 15;Camisa Polo;2;147,13;294,26
34167;2025-02-10;Loja 04;Camiseta Básica;4;91,75;367,0
34168;2022-12-16;Loja 18;Blusa Manga Longa;4;76,44;305,76
34169;2025-04-13;Loja 02;Chinelo;2;47,88;95,76
34170;2024-10-07;Loja 11;Tênis Esportivo;3;185,02;555,06
34171;2023-05-06;Loja 12;Sapatilha Casual;5;77,11;385,55
34172;2024-12-07;Loja 19;Tênis Corrida;5;287,29;1436,45
34173;2024-09-17;Loja 01;Tênis Esportivo;4;89,73;358,92
34174;2023-05-31;Loja 06;Chinelo;4;47,79;191,16
34175;2023-10-21;Loja 11;Bota Couro;4;252,23;1008,92
34176;2025-10-10;Loja 03;Chinelo;1;45,89;45,89
34177;2025-06-22;Loja 05;Chinelo;4;37,64;150,56
34178;2023-01-05;Loja 17;Calça Jeans;4;52,35;209,4
34179;2024-09-23;Loja 19;Calça Jeans;2;71,26;142,52
34180;2023-06-23;Loja 02;Blusa Manga Longa;4;65,97;263,88
34181;2024-12-30;Loja 12;Tênis Esportivo;5;151,05;755,25
34182;2024-09-16;Loja 10;Sapatilha Casual;2;117,38;234,76
34183;2025-03-11;Loja 07;Tênis Corrida;5;106,93;534,65
34184;2024-11-11;Loja 18;Camiseta Básica;4;71,14;284,56
34185;2024-10-29;Loja 12;Calça Jeans;3;127,99;383,97
34186;2025-09-19;Loja 08;Shorts Sarja;1;67,7;67,7
34187;2024-08-10;Loja 13;Blusa Manga Longa;2;58,22;116,44
34188;2025-02-18;Loja 19;Tênis Esportivo;4;146,49;585,96
34189;2023-08-27;Loja 10;Tênis Esportivo;2;144,69;289,38
34190;2024-04-30;Loja 04;Camisa Polo;4;83,03;332,12
34191;2024-06-25;Loja 17;Shorts Sarja;3;50,65;151,95
34192;2025-05-10;Loja 02;Tênis Corrida;1;169,68;169,68
34193;2023-04-25;Loja 04;Tênis Corrida;2;295,34;590,68
34194;2024-10-09;Loja 07;Calça Jeans;1;85,2;85,2
34195;2025-08-14;Loja 17;Tênis Corrida;5;283,97;1419,85
34196;2024-01-02;Loja 11;Calça Jeans;5;100,07;500,35
34197;2023-01-19;Loja 11;Blusa Manga Longa;2;105,5;211,0
34198;2024-05-18;Loja 06;Shorts Sarja;4;67,81;271,24
34199;2025-11-22;Loja 07;Sapatilha Casual;1;46,35;46,35
34200;2024-07-16;Loja 01;Calça Moletom;3;97,8;293,4
34201;2023-01-26;Loja 14;Blusa Manga Longa;2;96,92;193,84
34202;2025-04-10;Loja 13;Shorts Sarja;5;80,43;402,15
34203;2025-03-19;Loja 14;Calça Jeans;5;123,89;619,45
34204;2023-02-06;Loja 13;Sapato Social;3;186,93;560,79
34205;2025-10-14;Loja 07;Blusa Manga Longa;1;75,61;75,61
34206;2025-02-20;Loja 07;Tênis Esportivo;4;267,91;1071,64
34207;2024-09-03;Loja 13;Camisa Polo;4;141,46;565,84
34208;2023-11-25;Loja 20;Sapato Social;3;88,52;265,56
34209;2025-03-29;Loja 12;Camiseta Básica;5;64,88;324,4
34210;2023-07-08;Loja 08;Sapatilha Casual;4;89,7;358,8
34211;2024-10-18;Loja 18;Shorts Sarja;1;42,01;42,01
34212;2025-02-27;Loja 15;Sapato Social;3;171,83;515,49
34213;2023-08-26;Loja 05;Camisa Polo;4;58,96;235,84
34214;2023-01-29;Loja 18;Tênis Esportivo;4;264,16;1056,64
34215;2025-07-28;Loja 07;Chinelo;5;34,73;173,65
34216;2024-05-03;Loja 15;Shorts Sarja;2;33,18;66,36
34217;2023-04-06;Loja 13;Shorts Sarja;2;78,12;156,24
34218;2024-03-19;Loja 14;Tênis Esportivo;5;265,04;1325,2
34219;2023-04-07;Loja 04;Chinelo;2;12,14;24,28
34220;2024-04-15;Loja 11;Calça Moletom;2;178,37;356,74
34221;2023-09-14;Loja 20;Calça Jeans;5;124,96;624,8
34222;2024-05-04;Loja 02;Calça Jeans;5;73,6;368,0
34223;2024-08-23;Loja 11;Tênis Esportivo;2;198,93;397,86
34224;2024-04-11;Loja 15;Tênis Esportivo;1;108,21;108,21
34225;2025-03-15;Loja 03;Calça Jeans;1;153,03;153,03
34226;2024-08-04;Loja 14;Blusa Manga Longa;5;94,0;470,0
34227;2024-01-29;Loja 19;Sapatilha Casual;2;38,36;76,72
